user;id;date;text
NUSAPUTRA_UNIV;1,66E+18;08/05/2023 10.36;"Merdeka Belajar Kampus Merdeka (MBKM) melalui Program Kampus Mengajar angkatan 6 Tahun 2023 TELAH DIBUKA.

Daftarkan sager sebelum tanggal 22 Mei 2023 melalui pendaftaran Peserta Kampus Merdeka yang ada di bio.

Mari Berdampak Untuk Negeri! https://t.co/yY6J4mBpcA"
um_fess;1,66E+18;08/05/2023 10.20;um! rek yang mau daftar kampus mengajar atau pmm dapet info nya dimana? kalo mau urus berkas biasanya berapa lama? ank fe ada yg mau join gak di semester 5
wuusyu;1,66E+18;08/05/2023 08.35;Owalahh iyaa, hari ini sosialisasi kampus mengajar deng ya. Alhamdulillah daring semua, ga perlu mikir baju wkwkwk
kkyuesctac;1,66E+18;08/05/2023 00.23;tips lolos kampus mengajar
eustacelfl;1,66E+18;07/05/2023 21.40;hdeh besok udah pendaftaran kampus mengajar aja, mana magang belum selesai bgstttttt
UMYogya;1,66E+18;07/05/2023 20.08;"Halo Sobat Muda Mendunia
Akhirnya bertemu dengan akhir pekan pertama usai liburan panjang
Apa kabar nih? *masih kangen libur min??

Berhubung kegiatan belajar-mengajar di kampus sudah aktif kembali, kini saatnya berfokus kembali pada tujuan &amp; tidak lupa simak #SIdUMY pekan ini! https://t.co/omBtQSskHl"
schcampus;1,66E+18;07/05/2023 19.32;"Campus! Gais ada yang pernah ikut kampus mengajar? Itu boleh di domisili atau gimana ya, sender masih bingung

????
?? Ads: Buka Play Store - Search ""Ambisnotes"" - Klik install!"
Apexecons;1,66E+18;07/05/2023 16.51;"Korporasi hampir gak ada yg mau nerima S3 kecuali jalur pro hire.
Kampus jarang yg nerima S3 krn kurang bonafit, payment grade-nya besar, pdhl belum ada pengalaman mengajar. Pun kadang idealis krn kampus tahu S3 dan S2nya jarang yg linear, artinya gak bisa jadi guru besar."
artnice27;1,66E+18;07/05/2023 16.19;"@tanyarlfes Plot ending :
1. Damai, dosen kembali mengajar dan mahasiswinya lulus dengan lancar
2. Damai, dosen kembali mengajar, dan mahasiswinya diancam
3. Damai, dosennya dipindah tugaskan ke kampus lain
4. Damai, dosennya diberhentikan sejenak dalam waktu tertentu

Kira"" begini"
VScorsinni;1,66E+18;07/05/2023 14.38;Sedangkan dokter prakliniknya? Hanya dicopot jabatannya dalam unit kampus tertentu dan hingga sekarang masih mengajar sebagai dosen. Jadi saya paham kenapa beberapa individu hanya berani muncul sebagai anonim. Sistem pendidikan kedokteran yang feodal ini tidak mengizinkan...
destinciela;1,66E+18;07/05/2023 13.37;@olenmask @collegemenfess Mau ngbenerin, lebih ke ikut praktisi mengajar kampus merdeka??
diceridwanmania;1,66E+18;07/05/2023 13.05;@itskei_notkey daftar kampus mengajar
kiyow00saram;1,66E+18;07/05/2023 11.39;"@collegemenfess bisa kampus merdeka buat semua mahasiswa dari universitas apapun, tapi ya masalahnya izin &amp; konversi sks nya bisa ga dari univ sender krn kampus mengajar harus mau ngajar full bahkan ditempatkan bukan di domisili kita, kalo lg free udh gaada matkul gas aja"
bucinnyasiapaya;1,66E+18;07/05/2023 11.24;@um_fess klo kata temenku domisili masing2 karna temenku yg ikut kampus mengajar itu di domisili nya. tapi bisa milih/engga nya itu gapaham sii
um_fess;1,66E+18;07/05/2023 11.15;Um! kalo ikut Kampus Mengajar itu bisa milih di daerah lain atau emang bisa nya di domisili masing2? Beneran tanya soalnya masih engga faham sistemnya, makasi!!
DM_N4BYL;1,66E+18;07/05/2023 08.24;"Akhirnya terungkap kasus byg sempat menghebohkan di kampus STIKES Buleleng Bali 

Ternyata Dosen yang diduga melecehkan seorang mahasiswi di Buleleng ternyata mengajar di Sekolah Tinggi Ilmu Kesehatan (STIKES) Buleleng.

Pria berinisial PAA itu sempat viral lantaran terekam kamera pemantau atau CCTV saat diduga melecehkan mahasiswinya di sebuah rumah kos.
""Nggih, mengajar (di) Program Studi Keperawatan,"" kata Ketua STIKES Buleleng I Made Sundayana saat dikonfirmasi dikonfirmasi, Sabtu (6/5/2023)
semoga diberikan ganjaran hukuman maksimal tumann biar kapok 
https://t.co/1CYyhQsrrd"
FitriNnnnn;1,65E+18;07/05/2023 01.52;Bener bener nih Kampus mengajar banyak ngasih pengalaman baru dan luar biasa buat gue, ya karena selain belajar memahami karakter anak, pendidikan, lingkungan sekolah. Ternyata ada juga sesi memahami karakter temen????
siapapacarnana;1,65E+18;06/05/2023 23.27;@GoodnightSara dan amat kontra ama program kemendikbud?? tau ga kalo anak yg ikut kampus mengajar 3-6bulan aja bisa dapet jutaan. Kek? kenapa ga kembangkan program mengajar buat guru2 honorer dulu?? bukan w anti mahasiswa tapi kek salah prioritas kemendikbudnya
bujainahh;1,65E+18;06/05/2023 23.19;i'm applying for kampus mengajar just to avoid KKN. help ??
ceggas;1,65E+18;06/05/2023 22.41;@vBajingann soalnya gue ikut kampus mengajar yg programnya ningkatin literasi numerasi nah gue bagian literasi
tempodotco;1,65E+18;06/05/2023 20.03;Mahasiswa Peserta Kampus Mengajar Bawa Perubahan di Sekolah Sasaran #TempoNasional https://t.co/1ewvS62P31
Astro_Ernesto;1,65E+18;06/05/2023 19.00;Dari acara wisudaan School of Law semalem, gua jd baru tau satu hal menarik ttg wisudaan (setidaknya) disini: dosen2 kalo wisuda pake toga almamaternya (bukan toga kampus dimana mereka mengajar). Makanya gua kaget waktu wisuda kok toga dosennya warna warni, gua pikir ala ala
Rinzdyck;1,65E+18;06/05/2023 16.08;Akuu pgn ikut kampus mengajar, semoga lulus AAMIIN
airlanggafess;1,65E+18;06/05/2023 15.35;permisi, adakah kakak2 -uner yg lolos kampus mengajar dan bersedia ditanyain? leave a trace pls tia
why_spit;1,65E+18;06/05/2023 13.56;@investorgabut Untuk hidup mereka biasanya mengajar di kampu kampus lain. Terkecuali dosen bukan pekerjaan utama.
olverwd;1,65E+18;06/05/2023 13.35;praktisi mengajar kampus laen kece kece
detikbali_;1,65E+18;06/05/2023 12.00;Polisi Periksa Dosen yang Terekam CCTV, Diduga Mengajar di Kampus Kesehatan https://t.co/cbQPu5cjwq
towip;1,65E+18;06/05/2023 09.38;"@nikenshinra @casecrit 1. Karena mengajar is my passion,mendekatkan purpose of my life?? 
2. Opportunity-nya jadi dosen PNS di kampus 10 besar di Indonesia.
3. Family factors. Ini sepertinya yg paling dominan.
4. Karir di perusahaan spertinya sudah mentok.
Honestly, 1-2 tahun pertama, nguras tabungan??"
unnesmenfess;1,65E+18;06/05/2023 00.00;#NAME?
simenkkkkk;1,65E+18;05/05/2023 21.36;@jokowi Satu lagi pak, ini jalanan utama menuju desa Bojong Asem, KABUPATEN SUBANG, Jawa Barat. Video diambil ketika sedang melaksanakan kegiatan  Kampus Mengajar. Jalanan tersebut sangat-sangat tidak layak karena berlumpur dan tolong perbaiki sekolahannya juga. (Tahun 2022) https://t.co/WfBpED2RSO
um_fess;1,65E+18;05/05/2023 20.15;um!haloo rek um!! ada yang mau bantuin ngisi kuisionerku?? kriterianya mahasiswa um yang pernah ikut kampus mengajar. thankyouuu
uaintich;1,65E+18;05/05/2023 19.23;@ceoribellen @tanyakanrl km 2 ini kampus mengajar 2 kah? :(
um_fess;1,65E+18;05/05/2023 12.30;um! apa kabar kampus? dr mahasiswa yg ikut asistensi mengajar alias kangen bgttt ke kampus??
kithsun_;1,65E+18;05/05/2023 11.39;tau gt gw kmrn ikut kampus mengajar aja anjir, nyesel ??
Mochiimolaaa;1,65E+18;05/05/2023 10.24;@undipmenfess Sebelum kirim menfess lebih baiknya kamu riset sendiri tempat KKN kamu di google. Kaget boleh, tapi jangan bodoh atuh kan bisa di search dulu tempatnya dimana, di gmaps juga bisa liat situasi jalan dan lingkungannya seperti apa (ini hal yang aku lakukan pas Kampus mengajar dulu)
UNYmfs;1,65E+18;05/05/2023 08.07;/uny otw semester 5 ikut Kampus Mengajar yay or nay gaiss?
panggilajayunda;1,65E+18;05/05/2023 03.09;"degdegan bgt sama kampus mengajar, semoga selalu dipermudah dan selalu lolos melalui tahapan yang sudah tertera!!! aamiin

#lawanrasatakut"
prettylovelyy12;1,65E+18;05/05/2023 02.32;Aku sih bukan tipe orng yg hanya bisa keluar sama temen yg deketttt bgt. Ya meskipun lebih sering sama temen deket, cuma ga menutup kemungkinan aku sama temen baik biasa. Nah jadi dia ini temen dari tim aku sewaktu ikut kampus mengajar tahun lalu. Of course sekarang emang udah---
panggilajayunda;1,65E+18;05/05/2023 01.26;@ayreadingacc halooo mbak nya, saya maba smt 2 otw smt 3 nih mba, kalo mba nya tau tentang kampus mengajar, lanjut ke dm yaa mbaa??
kompasmuda;1,65E+18;04/05/2023 21.52;"Tidak semua perguruan tinggi terbuka soal pengajar praktisi. Kehadiran program Praktisi Mengajar, menjadi kebutuhan dan perlu dibiasakan di seluruh kampus Indonesia. #Dikbud #AdadiKompas

https://t.co/CORjqFApDM"
hariankompas;1,65E+18;04/05/2023 21.50;"Tidak semua perguruan tinggi terbuka soal pengajar praktisi. Kehadiran program Praktisi Mengajar, menjadi kebutuhan dan perlu dibiasakan di seluruh kampus Indonesia. #Dikbud #AdadiKompas

https://t.co/jIHdQHlFM5"
pinklovely_ty;1,65E+18;04/05/2023 21.04;Haduh jadi keinget curhatan guru* di tempat kampus mengajar
knsimeulue;1,65E+18;04/05/2023 17.25;program Kampus Merdeka, Merdeka Belajar sebagai bentuk peran serta Kejaksaan dalam mencerdaskan kehidupan bangsa serta terhadap program Praktisi Mengajar juga akan berdampak pada peningkatan kapasitas dan kemampuan aparat Kejaksaan serta juga dapat melakukan
kumparan;1,65E+18;04/05/2023 16.41;29 guru pengabdi alumni itu seharusnya akan mengajar di Pondok Modern Darussalam Gontor Kampus 11 Ittihadul Ummah di Poso. #newsupdate #update #news #text https://t.co/UdviwPwvYT
ayreadingacc;1,65E+18;04/05/2023 12.46;ada yg pernah ikut kampus mengajar?? spill pengalamannya dong:( apa smt3 masi gaakan sesibuk itu kalo ikut??
madara_fitrada;1,65E+18;04/05/2023 10.56;"Bentuk aktivitas kampus mengajar, yaitu literasi, numerasi, adaptasi teknologi, dan lingkungan berbudaya literasi
#sosialisasikampusmengajar62023"
BaakUki;1,65E+18;04/05/2023 10.12;"Halo #SobatMerdeka,

Yuk, mari bergabung dalam kegiatan Opening Ceremony program Praktisi Mengajar Angkatan 2, pada :

Kamis 4 Mei 2023 
@Ruang Video Conference, Kampus Cawang - Universitas Kristen Indonesia

#PraktisiMengajar https://t.co/m64drWgzVO"
Prknaera12;1,65E+18;04/05/2023 09.40;@collegemenfess Kalo kamu butuh pengalaman ya yay. Biasanya kalo ikut magang apalagi kyk kampus merdeka, kampus mengajar, dll gitu dikonversi 21 sks
manajemen_feubb;1,65E+18;04/05/2023 07.48;"Halo #TemanMamin Mari bersama ikuti sosialisasi program Kampus Mengajar angkatan 6 yang akan dilaksanakan pada :
??? Kamis, 4 Mei 2023
? 09.00-11.00 WIB
?? Ruang Zoom dan Youtube Live Ditjen Diktiristek

Jangan sampai ketinggalan ya. https://t.co/kPxFNU6CU5"
cryufh;1,65E+18;04/05/2023 07.42;@collegemenfess adaa juga partner kampus mengajar https://t.co/ae8osNj20Q
riyuhari;1,65E+18;04/05/2023 01.13;@tanyakanrl kontrak kerja + lolos kampus mengajar??
socratesgonem4d;1,65E+18;04/05/2023 00.44;@collegemenfess belum, malah sibuk ikut kampus mengajar https://t.co/06lp6wpLL5
kompasiana;1,65E+18;03/05/2023 23.05;5 Contoh Program Kampus Mengajar di Sekolah Dasar https://t.co/mIOX07wGo5
pengenradiant;1,65E+18;03/05/2023 22.51;"@magistrapta Bisa pake konversi dari kampus merdeka kaya kampus mengajar gitu2
Intinya yg mengabdi aja"
tahuuisisayurr;1,65E+18;03/05/2023 22.05;Bisa-bisanya 'gajinya' anak kampus mengajar lebih gede dari pada guru honorer? ??
Mochiimolaaa;1,65E+18;03/05/2023 21.48;"@undipmenfess Terlalu berlebihan ?? aku pernah ikut Kampus mengajar angkatan 2 dapetnya di desa alasombo hampir ujung nya Sukoharjo, akses kesana lumayan sulit dan penuh tantangan, tapi aku sama teman"" sangat menikmati karena Experience yang di dapat. Jadi aku saran in jangan terlalu berlebihn"
istrinyanayell;1,65E+18;03/05/2023 18.56;@gitselalubenar @luasikbangg @collegemenfess biasanya kalo magang gitu ada yg dri kampus ada yg nyari sndiri sih nder. mungkin bisa daftar juga lewat mbkm/kampus mengajar gitu
BiomaHimabio;1,65E+18;03/05/2023 16.21;Kampus Mengajar Angkatan 6 Akan Dibuka, Ditjen Dikti Adakan Sosialisasi https://t.co/JgXNjSFLG4
DiktiVokasi;1,65E+18;03/05/2023 14.42;"Halo Sobat Vokasi. Mari bersama ikuti sosialisasi program Kampus Mengajar angkatan 6 yang akan dilaksanakan pada :
??? Kamis, 4 Mei 2023
? 09.00-11.00 WIB
?? Ruang Zoom dan Youtube Live Ditjen Diktiristek

Jangan sampai ketinggalan ya.
#KampusMengajar6 
#KampusMengajar https://t.co/nJnOA73NWB"
paragravyra;1,65E+18;03/05/2023 10.45;Dulu tuh gamau ngejar karena takut telat lulus wkwkwkwkw dan pasti sih soalnya agak susah jurusan w nih demanding bgt sama programmnya kampus merdeka. W ikut kampus mengajar kemaren aja susah pol negonya tapi sekarang gUE FOMO PARAHHHHH soalnya di tiktok w full iisma:”)
mroverzkdlin;1,65E+18;02/05/2023 23.47;@17shingibanggi @collegemenfess Aku alumni kampus mengajar kayak gini juga wkwkw, untung waktu mengabdi di dom sendiri yang jaraknya dekat dari rumah
nylhyy;1,65E+18;02/05/2023 20.10;ga kerasa sekitar satu bulan lagi kegiatan di Kampus Mengajar selesai dan KKN sudah menanti ?????
iffhzzi;1,65E+18;02/05/2023 17.39;"memperingati hardiknas sebagai mahasiswa kampus mengajar hihiwwww new experience!!!! ??&lt;3333"
Re_jaeee;1,65E+18;02/05/2023 17.17;ada yang pernah ikut program Kampus mengajar?
didisupardi862;1,65E+18;02/05/2023 14.17;@korantempo Bahkan untuk kampus swasta terbaik di Indonesia yg kamopusnya ada di berbagai provinsi, gaji dosen sangat buruk. Dosen dibayar saat mengajar di kelas saja. Saat liburan dan ujian, dosen tidak dapat imbalan. Al hasil 1 semester selama 26 minggu, dosen hanya dibayar 13 kali minggu.
irmayolii;1,65E+18;02/05/2023 14.07;Dunia perkuliahan IDN dan diLN tu beda, slah 1nya dlm prioritas, IDN keknya prioritas dosen masih lebih ke administrasi kampus, entah itu akreditasi, conference, projek dll. Klo diLN fokus utama ke mahasiswa, mrka meningglkn conference demi mengajar dan menjawab permasalahn mhswa
AryonoIgnatius;1,65E+18;02/05/2023 12.25;@cinnamongirlc Sewaktu msh mengajar di kampus pun saya juga sering chat urusan kerjaan d luar jam kerja karena terkadang jam kerja sudah habis utk ngajar di kelas, sedangkan di luar itu msh ada riset dan abdimas yang harus diselesaikan juga.
FitriNurzarlis;1,65E+18;02/05/2023 12.23;"Back rutinitas kampus mengajar

#kampusmengajar #km5 #kampusmerdeka"
ddeonuforlaifu;1,65E+18;02/05/2023 00.20;@jayfriend02z Engga?? makan pakai uang pribadi karena aku magang nya kan kampus mengajar, ngajar di SD ??
thesacnites;1,65E+18;01/05/2023 20.32;"@Refuldent ?
?
Kena macet ngga waktu ke Bandung? Sudah, saya sudah sibuk sama persiapan ini itu lagi. Belum mulai mengajar tapi sudah kelihatan batang hidungnya di kampus.
?
?"
ulwanfakhri;1,65E+18;01/05/2023 17.29;"Akan kembali ngajar di kampus! ??

'Karir' mengajar saya di kampus dimulai dari menjadi asisten dosen Ibu Aris Siswanti di kelas writing, Sastra Inggris, University of Brawijaya, tahun 2022 silam. Saya sih suka berbagi hal yg saya tahu, tapi karena pengal…https://t.co/ujvoqZCML0"
moonlightrip;1,65E+18;01/05/2023 13.40;@widl0v3U @convomfs Merdeka belajar kampus merdeka. Programnya ada banyaak, setahuku ada kampus mengajar, pertukaran mahasiswa, magang, studi independen, riset.
pacaaaronel;1,65E+18;01/05/2023 13.27;@tanyarlfes Ga ada nder, soalnya aku konversi kampus mengajar ??
Simboloonnn;1,65E+18;01/05/2023 00.02;@jogmfs Hai kk saya berminat! Saya mahasiswi semester akhir dari PTS di Yogyakarta. Saya aktif mengasah skill dalam bidang melayani melalui divisi pengabdian masyarakat dan mengajar peserta didik di berbagai organisasi kampus, hingga kegiatan volunteer diluar kampus .
nctiamo;1,65E+18;30/04/2023 23.55;ya allah pengen cepet selesai kampus mengajar
lockedheroes;1,65E+18;30/04/2023 23.00;"@purpelishcandy ???????????????? : ??????

: Ini menyoal pribadi.
: Bukan urusan yang bersangkutan dengan kampus.
: Hanya saja, besok saya memang padat jadwal mengajar makanya saya ajak kamu bertemu di ruangan saya.
: Tidak perlu bawa apa-apa.

?????Sent."
jjktaerex;1,65E+18;30/04/2023 22.09;"50:50
tapi skrng lbh bnyk program pemerintah kayak kampus mengajar, magang bersertifikat, MBKM, PKM, yg emang lumayan banget buat pengalaman. tpi organisasi juga seru kok buat yg pengen ada pengalaman, cari organisasi yg nggk ber circle di dlm nya aja"
meiluckywins;1,65E+18;30/04/2023 21.56;Dulu aku ikut, tapi cuma hima doang, selebihnya ikut volunteer, kampus mengajar, magang/pkl dsb
dobby_angel;1,65E+18;30/04/2023 20.40;@kimgyubby Ih ka Anggi ikut kampus mengajar?????????
cimolkoreya;1,65E+18;30/04/2023 19.40;"@tanyakanrl Testimoni dari aku yg kampus mengajar di desa terpencil:
Ga ada gofud gojek
Minim sinyaaall
Primitif ??
Aksesnya sulidd
Gada cafe atau tempat wifian 
Klo mo ke indoapril/alfamei jauuuh
Enaknya tuh pemandanganya bagussss, warga nya ramah, gak bising"
peek_a_wo0;1,65E+18;30/04/2023 19.33;IYAAA, sd di tempat aku kampus mengajar wkt itu kedatangan milo jd bisa cobain lagi?? mana disuruh guru gurunya taro di tempat minum sendiri?????? https://t.co/AyihhGub0u
kimgyubby;1,65E+18;30/04/2023 19.29;Bener banget aku kuliah sambil kerja part time kadang kek ngerasa capek balum lagi liat temen” lain bisa kayak santai sambil main kadang ngerasa iri?? tapi kadang bangga sama diri sendiri bisa sekuat ini ternyata aku keren bisa ikut kampus mengajar, kuliah, part time ??????????
Lvfsdy;1,65E+18;30/04/2023 14.51;"Mau bahas pilpres sekali ah, biar keliatan update : 

Anies tuh investasi sosialnya gede, ada Indonesia Mengajar, Forum Indonesia Muda sama Turun Tangan. Soalnya rata-rata anggota organisasi tersebut diisi mantan-mantan aktivis kampus yg moncer. 
Iya gk mas? @fmuchtar_"
meloveyooou;1,65E+18;30/04/2023 11.47;@collegemenfess kalo magang kurang tau nder tapi kalo kayak kampus mengajar gtu biasanya dpet gaji dari yg mengajar tapi potongan gtu, misal gaji aslinya 1,2 dan kamu dpet jatah kipk nya yang 700k, jadi nanti kamu tetep dpet kopi 700k, dari mengajar cuman dapet 500k, gitu
yearrypanji;1,65E+18;30/04/2023 11.12;semoga diskusi soal nasib dosen di negara ini juga melibatkan mereka yang mengajar di kampus-kampus kabupaten, kampus yang di ruko-ruko. gak cuma dosen kampus besar/negeri melulu
hukumexpert;1,65E+18;30/04/2023 09.51;Dimana dosen lebih fleksibel ketika mengajar, yang mana hal tersebut dapat menunjukkan karakter dari para dosen yang berbeda-beda. Lalu apa saja tipe dosen yang ada di kampus kalian, selain yang udah Mimin sebutkan di atas? Tulis di kolom komentar ya.. https://t.co/hr2LRmB1Hi
mysterynous;1,65E+18;30/04/2023 00.25;@sweetbrownice @sbmptnfess kak aku penasaran, emg yg soal kampus mengajar kaya gmn?
adadidalamcinta;1,65E+18;30/04/2023 00.13;"Sungguh senang.

Kalau jam mengajar begitu tinggi dan tugas dari birokrasi kampus sangat melimpah, bagaimana bisa banyak baca dan riset?

Bener2 capek, bukan?

Bagaimana kalau tidak setuju sama UU, tapi takut dipecat dari ASN?

Tapi kalau diam saja, takut diklaim munafik ??????"
sweetbrownice;1,65E+18;29/04/2023 22.13;Sama kampus mengajar and buku bunga rampaii ????????
sweetbrownice;1,65E+18;29/04/2023 22.12;@sbmptnfess Lah mirip soal tes literasi buat kampus mengajar wkwk
Muslikhin07;1,65E+18;29/04/2023 22.11;"Hari ini banget...
Menyempatkan untuk datang di lokasi penempatan kampus mengajar dulu lah..
Tak luput mampir di camping ground mbaduk sarongan
Semoga panjang umur... https://t.co/NrFeFwaOWX"
sweetbrownice;1,65E+18;29/04/2023 22.04;"Alhamdulilah bisa lolos kampus mengajar yang dimana banyak saingannya se-indonesia, and di balik cerita ini juga waktu tes laptop gua mati total dan nangis akhirnya minjam laptop ke kakak gua alhamdulilah ternyata masih bisa dan pengumuman akhirnya lolos.

Yang kedua jd peserta https://t.co/xA2H0VmCYc"
sudahdipake;1,65E+18;29/04/2023 20.13;di kangenin sama bocil waktu kampus mengajar 3 di Pasuruan ahahaha https://t.co/2H8qBeKDuw
LYAS_Publisher;1,65E+18;29/04/2023 19.51;"Peningkatan Kemampuan Literasi Numerasi Siswa melalui Program Kampus Mengajar di SDN 1 Monggas

https://t.co/btyU8JvH3P"
hmfupi_official;1,65E+18;29/04/2023 18.34;"[INFORMASI KAMPUS MENGAJAR ANGKATAN 6]

""Sosialisasi Pembukaan Pendaftaran Program Kampus Mengajar Angkatan 6 Tahun 2023"" 

?? Rabu-Kamis, 3-4 Mei 2023 
? 09.00 - 11.00 WIB (Pembagian Jadwal Terlampir)
 ?? Zoom Webinar dan kanal YouTube resmi Ditjen Diktiristek https://t.co/wf0Xb02zTw"
aspallawan;1,65E+18;29/04/2023 17.25;@sociotalker Kasihan kalau Pak Anies  masuk ke Politik Praktis. Menurunkan kualitasnya sebagai akademisi. Sdh tepat jk menetap dan mengajar di kampus sj, melahirkan pemimpin selanjutnya.
AryonoIgnatius;1,65E+18;29/04/2023 11.59;"@tirta_cipeng 1. Pendidikan
Studi lanjut yang sedang dijalani semoga bisa lancar dan lulus tepat waktu jadi bisa kembali mengajar di kampus tercinta 

2.. kesehatan
Pengen konsisten olahraga karena studi jarak jauh ini lumayan menguras fisik dan mental."
UPIfess;1,65E+18;29/04/2023 09.07;!UPI gak kerasa sebentar lagi mau launching Kampus Mengajar 6, semoga lebih baik dan nggak banyak drama kyk batch sebelumnya
xxliciouss;1,65E+18;29/04/2023 04.00;Kl diajakin tp merekanya udh disana tu brti lu gak diajak, cm formalitas aja. Jd inget deh tmn kmpus mengajar dlu, gua berdua lg ngajar blm kelar. Mereka udh. Trs kt nyuruh tunggu biar bareng, gk dibales lg. Udh klr ngajar, mrk ngepap lg di kampus slh stu dr mreka. Kan ajg:)
enchelted;1,65E+18;29/04/2023 00.35;hp yg aku pake ini hasil ikut kampus mengajar. bangun pagi setiap hari selama 4 bulan, pulang kadang sore karena tim kami ngadain beberapa event selama masa penugasan di sekolah. hp ini hasil nahan tekanan batin ngadepin murid yang kadang ngatain, berkata kasar, dll ke aku??
L_O_E_Y_;1,65E+18;29/04/2023 00.12;"@gfxwoos @collegemenfess Haloo untuk tanggal pastinya kamu bisa join grup tele yaa 

https://t.co/CvGEbBYKzh

Ini grup tele kampus mengajar resmi jadi kamu bisa dapat info akurat disini yaa."
sehaddankuad;1,65E+18;29/04/2023 00.10;@thomassaurus_ Ga nyobain kampus mengajar?
L_O_E_Y_;1,65E+18;29/04/2023 00.03;"@ceacoe @collegemenfess Cek Google contoh soal literasi numerasi kampus mengajar, kurang lebih udah mirip"" soalnya yg masuk gitu jugaa"
WirawanAbdul;1,65E+18;28/04/2023 22.45;@ikanpaus_biru @collegemenfess Ini berlaku baik untuk dosen maupun mahasiswa sih. Banyak mahasiswa yang nego ke dosen minta kuliah daring. Banyak juga dosen yang malas ke kampus dan memilih mengajar daring. Dua-duanya jadi masalah, karena saat daring, efektivitas perkuliahan jadi berkurang.
holahalozz;1,65E+18;28/04/2023 22.30;@arbielll @utfess ini program dari kampus merdeka, kamu bisa cek aja di ignya @kampusmerdeka.ri ntr banyak info pendaftaran program kyk kampus mengajar, pertukaran pelajar, dsb
DesianaAst;1,65E+18;28/04/2023 22.24;Kemudian tahun lalu baru bisa menamatkan studi S2 dan langsung mengajar sebagai Dosen di 2 kampus. Bersyukur teramat sangat karena juga dikaruniai si kecil yg luar biasa. https://t.co/JOR2fVvuzc
akubuatdiriku;1,65E+18;28/04/2023 22.18;@collegemenfess Kalau kayak gini, coba reach out sama anak kampus mengajar yg tentunya ngajar di domisili itu. Karena beberapa cerita ternyata banyak siswa yang bermasalah dan biasanya penempatan sekolahnya tu di sekolah bawah standar gt
jungahyeomn;1,65E+18;28/04/2023 21.35;siapa yg bbh kampus mengajar belum turun? sy
guilevrous;1,65E+18;28/04/2023 20.11;Bersama dengan seorang tenaga pengajar bernama Abel Maurer, kali ini kau akan mendampinginya mengajar secara lepas. “Sebab akan selalu dibutuhkan pemikiran-pemikiran baru dari seseorang di luar lingkungan kampus kami. Terlebih dari kau yang banyak bekerja di lapangan.”
julevinari;1,65E+18;28/04/2023 16.40;"@tanyakanrl emg dikampus inceran lu ada S&amp;K ""wajib memiliki mobil untuk proses perjalanan berangkat dan pulang menuju kampus untuk proses belajar mengajar"" nder? kok keanya lu merasa wajib bet punya mobil. lu kemakan sinetron atau drakor apa yg ngewajibin kuliah pake mobil?"
NyutttNyutt;1,65E+18;28/04/2023 04.50;Terus di tahun 2022. Aku bisa beli hape berkat ngajar bimbel di rumah haha. Ya meski dibantu dengan ikut progam kampus merdeka yaitu kampus mengajar, jadi guru di sekolah SD pelosok ?? tapi sama aja kan? Sama-sama kerja ?? https://t.co/7Ov6GryT5v
ahaniyuhana;1,65E+18;26/04/2023 23.40;sekali lagi aku mau notice kampus mengajar, selain bisa berdampak buat adek-adek yang kurang baik dlm mendapat akses pendidikan, disini juga ternyata aku belajar kalo bahagia itu bisa didapetin dari hal-hal sederhana ????
aonne;1,65E+18;26/04/2023 22.17;jadi bingung mau ikut yang mana lagi kedepanny, mau nya iisma, tapi pengen juga kampus mengajar, bingung banget ??
felixeuwx;1,65E+18;26/04/2023 21.39;@markienono bismillah kak done, aku izin ikut GAnya ya kak?? pengen banget bisa ketemu mereka karena mereka udh bikin aku semangat buat kuliah nyambi ikut kampus mengajar (capek bgt tbh) tp karena konten2 mereka aku jd kayak “ayo bisaaa mereka aja jadwalnya padet ttp semangat”?????
misutakes;1,65E+18;26/04/2023 17.55;"@veirendus ——

tanyanya dengan raut yang tak percaya. 

""anda kan professor, bukannya harusnya mengajar mahasiswa di kampus pada jam segini?"" tanyanya lagi. dan lagi, dia melihat ke sekeliling memastikan keadaan sudah aman.

""...hampir saja.."" gumamnya dengan helaan nafas berat.

——"
Exhausted022;1,65E+18;26/04/2023 17.09;"@collegemenfess Kampus merdeka belajar jenis PPM, studi independen/kampus mengajar/program lainnya sekalipun kebanyakan syaratnya ""aktif mahasiswa"". Minimal sem 5."
uchu_factory;1,65E+18;26/04/2023 13.03;Keinget temen kampus fakultas hukum, katanya ada dosen yg kalo ujian jawabannya harus semirip mungkin yg tertulis di buku referensi mengajar dosen. Bukannya bikin si mhs paham teori/isi bukunya, mereka lebih sibuk cari cara bikin contekan yg bisa diselipkan pas ujian ??
fadhhhza;1,65E+18;26/04/2023 11.32;?????KAMPUS MENGAJAR ANGKATAN 5????? https://t.co/zuhQNMgRGk
abcdmycrush;1,65E+18;25/04/2023 13.12;@bogorfess_ nder boleh bgt dm akuuu, aku dr kampus mengajar 5 rencana mw open donasi nya nnti. kebetulan daerah nya tu dkt dramaga, ini kondisi sekolahnya https://t.co/x7aBkbDUoq
