user;id;date;text
unnesmenfess;1,63E+18;27/02/2023 19.45;/lt (titipan) haloo warga litbase terutama yg berdomisili di jabodetabek, perkenalkan saya perwakilan dari kampus mengajar penempatan SMP PGRI 2 Ciputat yang kebetulan lagi membuka donasi buku dengan kriteria seperti digambar, dikarenakan perpustakaan kami kekurangan  (cont..) https://t.co/m8WHe6mPes
literarybase;1,63E+18;27/02/2023 19.40;@worksfess Ya Allah aku meringis liatnya mana ngambil jurusan pendidikan lagi, sekarang ngerasain bgt capeknya jd guru sd gara2 ikut kampus mengajar PP hampir 30an KM tapi seneng sih krn ketemu siswa2 walaupun bikin sakit kepala kalo kelasnya ribut bgt, mana ngajar kls 1-2 sd ????
deryunicorn;1,63E+18;27/02/2023 18.57;"Halo teman teman~~…

Kami dari Kampus Mengajar Angkatan 5 team SDN Malanggah 2 membuka sebuah donasi / hibah buku yang bisa dijadikan bahan bacaan bagi siswa/i SDN Malanggah 2. Buku yang kalian salurkan akan sangat membantu mereka karena di Sekolah mereka belum ada perpustakaan- https://t.co/pyHNOPQVVf"
wolvecs;1,63E+18;27/02/2023 18.47;@F_lybica bukan kak, kampus mengajar
lesssugarpls;1,63E+18;27/02/2023 18.20;"DONASI POJOK BACA ????

Sobat Literasi Indonesia ??
Kami mahasiswa kampus mengajar penempatan SD Negeri Crabak Ponorogo mengadakan ""Open Donasi Buku"" yang akan disalurkan untuk pojok baca adik-adik kita di SD Negeri Crabak
#kampusmengajar
#sdncrabak
#pojokbaca
#salamliterasi https://t.co/Qypt99AkLj"
jeritanbabi;1,63E+18;27/02/2023 16.21;"Keren kan...
Yuk mari kita do'a kan semoga kedepannya semakin banyak yang bekerjasama dengan #kampuskite #ubb apalagi kalau bisa langsung cus ke #fppbubb yipiiii...

See You yawww??????

#kampusmengajar #fppb_ubb #fppb"
FppbU;1,63E+18;27/02/2023 15.36;Ini sebenernya agak oot tp imo kayaknya Kemendikbud harus mengkaji ulang adanya kampus mengajar. Guru honorer bahkan gajinya masih dibawah uang saku dr mahasiswa yg lolos program KM. Blm benefit potongan ukt. Programnya bagus. Bagus banget malah cmn keseringan aja
skripsyee;1,63E+18;27/02/2023 12.10;"@collegemenfess Dosen ku di kampus ini, baru sembuh dan mengajar semester ini secara offline
Sehat-sehat ya pak"
Riznee_;1,63E+18;27/02/2023 08.42;@collegemenfess Pict 1 kkn ku karena pas covid jadi bisa pp, wkwk. Ga sedih si, cuma gabut aja abis itu gatau apa yang mau dikerjain. Pict 2,3 jaman ikut kampus mengajar (lebih berasa kek kkn si kataku, wkwk) soalnya ngajar iya, ikut acara warga iya, rame dah pokok dengan segala dramanya?? https://t.co/JBQ4UeflpZ
agnnptr;1,63E+18;26/02/2023 22.46;"Mendikbudristek: Mahasiswa Kampus Mengajar Berani Keluar Zona Nyaman.
#Jokowi Gas Pol Kemajuan Pendidikan. https://t.co/tERwbncTZD"
mame_nine1983;1,63E+18;26/02/2023 22.15;@MonkeyDitha terima kasih teteehh ???? tapi somehow kena banget pressurenya udah disuruh mikirin mau ambil jurnal/skripsi dan mau apa yg dibahas+judul ailah mana semester lalu full gamasuk karena ikutan kampus mengajar ????
expeliarmuse;1,63E+18;26/02/2023 21.40;"Kemarin

Kunjungan ke SD yang diisi mahasiswa Kampus Mengajar. Liat bocil SD yang lucu dan guru yang mengabdi dengan senyum yang ikhlas di pinggiran kabupaten Kediri dengan segala keterbatasannya. https://t.co/OvsEE7sqmy"
suryadeputra;1,63E+18;26/02/2023 21.11;"Mengajar Bahasa Inggris salah satu doktor dari Universitas Pertamina, beliau bilang, ""Mr. anak saya mau ikut program kampus merdeka pertukaran pelajar, saya rekomendasikan untuk ikut kelas Mr. Menurut saya Mr. ngajar bahasa Inggrisnya bagus banget meskipun background matematika."""
maswafy31;1,63E+18;26/02/2023 20.10;@cheezemeanie @caratstalk Bisa aja, pilih organisasi yg selinear sama jurusan km. Kalo emang gasuka politik kampus, gausah ikut yg politiknya kuat (bem, hima, dll) mending join kayak ukm atau forum yg sesuai dg minat kamu. Aku jurusan pendidikan, join organisasi mengajar gt dan mayan dapet bonus-
kimchiricebowl;1,63E+18;26/02/2023 20.08;@neng_kunci @kuTakPunyaati @collegemenfess iya kak benar kampus mengajar batch 3
dyvette__;1,63E+18;26/02/2023 19.55;@kuTakPunyaati @weladwi_ @collegemenfess Itu kata sendernya KM (Kampus Mengajar) program MBKM Kemendikbud
neng_kunci;1,63E+18;26/02/2023 19.51;@cheezemeanie @caratstalk Honestly, kalau kamu jadi anggota doang, bukan pengurus organisasi, gak terlalu mendongkrak track record kamu di cv sih. Mending ikut program pemerintah biar record di cvmu bagus, contohnya kampus merdeka. Banyak pilihannya seperti magang, iisma, pmm, atau kampus mengajar
josepheroine;1,63E+18;26/02/2023 19.43;Kami ingin bertanya pak @nadiemmakarim terkait intensive yg mengikuti MBKM mengajar di sekolah lewat kampus dan yang langsung dari pemerintah intensive nya beda? Dan mengapa cairnya lama pak ? @nadiemmakarim @KampusMerdeka @ganjarpranowo  (2)
nanagemess22;1,63E+18;26/02/2023 19.10;aku kira ikut program kampus mengajar itu bisa lebih mudah dan pengalaman baru. tapi ini kok terlalu baru pengalamannya hee
Sevirann;1,63E+18;26/02/2023 17.46;"@takterjajah ?
?
Saya sampai selasa disini, Rabu soalnya ada jadwal mengajar di kampus. Iya sih kalau schedule padat pasti sulit tuk pergi dadakan begitu saja. Berkabar kalau bisa kesini ya!
?
?"
rekadistorsi;1,63E+18;26/02/2023 14.48;@UNYmfs kampus mengajar, temenku banyak yg ikut itu kemarin
mishaaylavyu;1,63E+18;26/02/2023 12.18;@UNYmfs Kampus mengajar, skrg konversi nya udah jelas kok ga kayak angkatan ku
rindusepihak;1,63E+18;26/02/2023 11.34;@collegemenfess Menurut pengalaman aku, aku ikut MBKM program Kampus Mengajar ngambilnya di semester 7 karena sebelumnya aku udah banyak ngambil semester atas. Jd di semester 7 sisa sedikit matkul aja. Jd semester 8 full skripsian. Semangaattt
111099F;1,63E+18;26/02/2023 10.04;@UNYmfs kampus mengajar
soosoojahe;1,63E+18;26/02/2023 09.47;"@collegemenfess Tergantung posisi di sekolah juga nder kegiatannya gimana, kemarin temenku bisa, malah selesai kampus mengajar langsung sidang. Sekarang udah selesai :)
Soale posisi di sekolah kadang ada yang full sibuk, ada yang serius tapi santai."
VianTash;1,63E+18;26/02/2023 08.23;@collegemenfess temenku pas semester 7 dia ikut kampus mengajar, senin-sabtu ngajar pulang jam 12-an. tiap minggu harus kirim laporan kemajuan ke dpl. jadi, ya kira-kira kalau kamu mampu ya jalanin aja. bimbingan skripsi sama dosen kalau dosennya bisa online mah enak. kalau offline~
undipmenfess;1,63E+18;26/02/2023 07.55;"@nanberpinar ??
??
        Kalau begitu saya panggil Mbak Asha ya. Saya mengajar komunikasi bisnis di salah satu kampus di Jakarta, Mbak. Saya seorang dosen.

        Gak jauh nih dari kantor dan tempat tinggal. Kapan-kapan saya mampir ya, Mbak.
??
??"
nionione;1,63E+18;26/02/2023 07.54;"Tanya dari prodi apa aja, eh ada yg dari manajemen.
Kenapa ya jurusan yg seperti ini harus diloloskan ke Kampus Mengajar? Bukannya lebih baik dari jurusan kependidikan seperti kami? Manajamen bisa magang di perkantoran loh, malah ngajar anak SD??"
NirBalawa;1,63E+18;26/02/2023 00.26;kuat apaan, tiap hari nangiss krna cape?? belum lagi tugas kuliah yg akanajsbsb?? yg nanyaa knp masi tetep ikut kuliah pdhl ikut kampus mengajar, tolong yaa ini prodiku emang nda jelas bgtt masalahh konversi matkul?? sbnrnya yaa agak nyesel ikut kampus mengajar tp yauda..
reedveelveet_;1,63E+18;25/02/2023 23.43;ikut kampus mengajar + kuliah = simulasi mati muda https://t.co/CpXrt7r7E0
loafingabang;1,63E+18;25/02/2023 22.45;@convomfs Btw aku gak kkn karena ikut program kampus mengajar, soalnya dikonversi gituu.
loafingabang;1,63E+18;25/02/2023 22.19;@UzumakiYuuki1 @thv_199530 @worksfess Kalau program kampus merdeka saya setuju bagus walau masih ada masalah seperti unpaid, tapi di zaman dia pula PNS hilang bagi guru dan nakes. Saya lebih setuju manteri pendidikan ya seorang guru bukan seseorang yang tidak pernah mengajar di sekolah
inicacacacaca;1,63E+18;25/02/2023 22.12;"212)355

first week Kampus Mengajar, wwkk"
febricondro;1,63E+18;25/02/2023 20.33;"?? Narahubung:
Debora: 0859 3671 1667
Cindy: 0821 3231 6828

------------------------------------
#kampusmengajar #kampusmengajar5 #kampusmerdeka #belajarsambilberdampak"
AAPATISMEE;1,63E+18;25/02/2023 19.15;"HELP RT!!!! 

OPEN DONATION !!!

Kami mahasiswa Kampus Mengajar angkatan 5 dari SMP PGRI 8 Surabaya membuka donasi sebagai bentuk upaya pelaksanaan program kerja dengan mengupayakan fasilitas buku bacaan di perpustakaan untuk pengembangan literasi dan numerasi di sekolah. https://t.co/MUkomtQQY9"
swanbloosom;1,63E+18;25/02/2023 18.56;"[MARI BERBAGI: OPEN DONATION]

Melalui [Mari Berbagi], kita semua dapat berbagi dan ikut berdampak untuk kemajuan pendidikan di Indonesia.

------------------------------------
#kampusmengajar #kampusmengajar5 #kampusmerdeka #belajarsambilberdampak #opendonasi #donasibuku https://t.co/MdGJ7BxM22"
swanbloosom;1,63E+18;25/02/2023 18.56;"Melalui [Mari Berbagi], kita semua dapat berbagi dan ikut berdampak untuk kemajuan pendidikan di Indonesia.

-------------------------
#kampusmengajar #kampusmengajar5 #kampusmerdeka #belajarsambilberdampak #opendonasi #donasibuku #surabaya"
hasnacica;1,63E+18;25/02/2023 18.46;"[MARI BERBAGI: OPEN DONASI]

Kami mahasiswa Kampus Mengajar angkatan 5 dari SMP PGRI 8 Surabaya membuka donasi sebagai bentuk upaya pelaksanaan program kerja dengan mengupayakan fasilitas buku bacaan di perpustakaan untuk pengembangan literasi dan numerasi di sekolah. https://t.co/gB2PjLCw7P"
mandastudyroom;1,63E+18;25/02/2023 18.26;Seminggu mengikuti kampus mengajar dan ternyata melelahkan sekali ya ngajar murid sd ????. Harus banyak sabar
mandastudyroom;1,63E+18;25/02/2023 18.26;"i'm born in a 'teacher' family alias mama sama tante-tanteku itu rata-rata guru paud/tk. my mom told me ""kamu jangan jadi guru, di keluarga udah banyak."" but honestly i'm interested in educational psychology dan mau ambil kampus mengajar di mbkm nanti."
canswift18;1,63E+18;25/02/2023 17.30;Kampus Mengajar angkatan 5 jaya jaya jaya :') jalan sambil ya Allah ya Allah
mintzmina;1,63E+18;25/02/2023 17.17;@BeautyElegants bukan guru, gua ikut kampus mengajar jadinya disekolah sekalian jadi guru. ngebantu gurulah
icanleave;1,63E+18;25/02/2023 15.11;@convomfs Uns bisa gada kkn, kalo ikut kampus mengajar
httpsbabies;1,63E+18;25/02/2023 13.07;?? ini sw temenku yang lagi ngelaksanakan program kampus mengajar di SD ?? https://t.co/H00r7Tsr7m
perfectlieee;1,63E+18;25/02/2023 12.19;5 Peristiwa Kemarin, Gubernur Jabar Rotasi Kadisdik Jabar Hingga Mahasiswa STKIP Lolos Program Kampus Mengajar https://t.co/M4J6RV5eZO
tanyarlfes;1,63E+18;25/02/2023 11.20;SDI Sambung Jawa III Terima Mahasiswa UNM Program Kampus Mengajar Angkatan V 2023 https://t.co/6fGwDp2p9K
Pasjabar1;1,63E+18;25/02/2023 10.34;5 Mahasiswa UNM Mengikuti Program Kampus Mengajar di SDI Galangan Kapal I https://t.co/8Vs8Szf1yb
Repen23;1,63E+18;25/02/2023 08.22;@Askrlfess WKWKWKW jadi morning person semenjak kampus mengajar
Repen23;1,63E+18;25/02/2023 08.00;SDI Maccini Sombala Terima Mahasiswa UNM Program Kampus Mengajar Angkatan 5 Tahun 2023 https://t.co/HFaRlRwful
yarethesunshine;1,63E+18;25/02/2023 07.35;3 Mahasiswa UNM dan 1 Mahasiswa Unismuh Ikuti Program Kampus Mengajar di SDI Cambaya I https://t.co/OSLLyw2646
Repen23;1,63E+18;25/02/2023 01.47;SDI Layang Tua I Terima 3 Mahasiswa UNM Program Kampus Mengajar Angkatan 5 https://t.co/6qcak4gx0N
Repen23;1,63E+18;25/02/2023 01.39;@raritypix kampus mengajar bray woi
Repen23;1,63E+18;25/02/2023 01.27;"[KENAL TEKPEND]

Halo Muda-Mudi! ??

Kenal Tekpend hadirrrr lagiii!!

Kenal Tekpend Merdeka Belajar - Kampus Merdeka Ep. 1 telah membahas 5 Program MBKM yakni Magang Bersertifikat, Studi Independen, Kampus Mengajar, Pertukaran Pelajar, dan Wirausaha Merdeka. https://t.co/4BVZQbOD6y"
Jakeyunikeu;1,63E+18;24/02/2023 22.33;"Yang lagi P3K, dipikir-pikir kenapa ya kita gak dapet potongan ukate? Padahal kita full 20 sks dan programnya hampir sama kayak kampus mengajar dan yaaa P3K ini juga beribukan dari program kampus merdeka kan?

Bukannya kita juga harus merdeka ya sebagai mahasiswa? Kok  (cont..)"
himatekpend;1,63E+18;24/02/2023 22.09;"Kampus mengajar 
https://t.co/VWVIQggZO8"
UPIfess;1,63E+18;24/02/2023 21.50;-ness mau tanya, kampus mengajar tuh sebenarnya mahasiswa boleh ngajar materi di kelas ngga si?
pkimmfaiuhamka2;1,63E+18;24/02/2023 18.13;11 Mahasiswa STKIP Pasundan Lolos Program Kampus Mengajar Angkatan 5 https://t.co/Zj1KNn8kt3
unnesmenfess;1,63E+18;24/02/2023 17.10;11 Mahasiswa STKIP Pasundan Lolos Program Kampus Mengajar Angkatan 5 https://t.co/VvAIuWGDC9
kangandribdg;1,63E+18;24/02/2023 16.42;@abcdeviiiiii @um_fess Halo kak apakah berkenan untuk mengisi angket penelitianku tentang program kampus mengajar ya??
Pasjabar1;1,63E+18;24/02/2023 16.34;@l0vely_th1ngs @um_fess Halo kak apakah berkenan untuk mengisi angket penelitianku tentang program kampus mengajar ya??
from_sunday_;1,63E+18;24/02/2023 15.26;tmen w ikutan kampus mengajar ke sabang malah sekalian liburan anjinck enak bgtttt??
from_sunday_;1,63E+18;24/02/2023 15.25;"#SobatBelajar, Program Kampus Mengajar telah memasuki Angkatan Kelima.

Lebih dari 5.000 sekolah jenjang SD dan SMP di seluruh Indonesia yang menjadi sasaran Program Kampus Mengajar menyambut baik adanya program ini.

Simak pada tautan berikut ya!
https://t.co/o5r3MFpgNf"
qtpainibos;1,63E+18;24/02/2023 13.46;@AmalinaEndah @um_fess kalo KM (Kampus Mengajar) itu setauku penempatannya memang di SD dan SMP karena program dri Kemendikbud jdi yang pilihin penempatannya bukan pihak kampus. Soalnya UM juga punya program MBKM Asistensi Mengajarnya sendiri yg dikelola pihak kampus.
PAUDDikdasmen;1,63E+18;24/02/2023 13.24;@um_fess Sepengalaman aku dari Jurusan Sasing, mulai dari info pendaftaran, permohonan berkas2, sampai konversi selesai sih aman aman aja kemarin ikut kegiatan MBKM Kemendikbud Kampus Mengajar 4. Worth it sih menurutku.
l0vely_th1ngs;1,63E+18;24/02/2023 12.56;"Luar biasa, Program Kampus Mengajar berhasil memberikan pengalaman dan kesempatan kepada mahasiswa utk membantu para guru dan kepala sekolah di lokasi penempatan

Dibawah ini adalah testimoni dari mereka yg telah berkontribusi dlm Program Kampus Mengajar.

@Kemdikbud_RI https://t.co/aa2XWcqdgL"
l0vely_th1ngs;1,63E+18;24/02/2023 12.52;Harapan saya, semoga program Kampus Mengajar ini bisa terus terlaksana secara berkepanjangan karena dampak dan manfaat yang dirasakan sangatlah berarti, terutama bagi kemajuan pendidikan di daerah yang tertinggal dan belum merata di seluruh Indonesia. #KampusMengajar
M3juahjuah;1,63E+18;24/02/2023 11.47;Kampus Mengajar juga memberikan saya gambaran secara jelas di masa yang mendatang ketika saya lulus dan menjadi guru di sekolah nanti, bagaimana untuk menyesuaikan diri dan beradaptasi di lingkungan baru. https://t.co/YIf5MiyOu0
middlekiddoos;1,63E+18;24/02/2023 09.17;Dengan keikutsertaan dalam Program Kampus Mengajar ini, tentunya memberikan dampak yang baik bagi sekolah maupun bagi saya sendiri.
middlekiddoos;1,63E+18;24/02/2023 09.17;Sementara itu, dalam aspek peningkatan kemampuan numerasi, 3 bulan penugasan Kampus Mengajar setara dengan 14,8 bulan pembelajaran di SD dan 10,8 bulan pembelajaran di SMP https://t.co/Aae4Y0i8pj
middlekiddoos;1,63E+18;24/02/2023 09.17;Melalui pelaksanaan Asesmen Kompetensi Minimum (AKM) Kelas, diketahui bahwa pembelajaran selama 3 bulan melalui program Kampus Mengajar angkatan 3 setara dengan pembelajaran selama 3,6 bulan untuk literasi di SD dan 4,2 bulan untuk literasi di SMP. https://t.co/fOzNDk3WhE
middlekiddoos;1,63E+18;24/02/2023 09.17;Maka dari itu, dengan hadirnya mahasiswa Kampus Mengajar berperan untuk mendampingi para siswa di sekolah sasaran agar dapat mencapai nilai Assesmen Nasional yang sesuai dengan standar melalui program kerja yang mampu meningkatkan nilai literasi dan numerasi.
middlekiddoos;1,63E+18;24/02/2023 09.17;Tujuan dari Program Kampus Mengajar yaitu menghadirkan para mahasiswa di sekolah yang tingkat literasi dan numerasinya masih di bawah standar/rata-rata.
middlekiddoos;1,63E+18;24/02/2023 09.17;Dan tentunya bagi saya pribadi, Kampus Mengajar bukan untuk menggantikan posisi guru di kelas namun memberikan terobosan-terobosan baru terutama dalam program Literasi dan Numerasi serta mendampingi kepala sekolah dan para guru dalam adaptasi teknologi. https://t.co/AYlQzbiOTx
middlekiddoos;1,63E+18;24/02/2023 09.17;"Dalam Kegiatan Kampus Mengajar, beberapa hal yang bisa dilakukan adalah sebagai berikut : 
- Mahasiswa dapat terlibat langsung sebagai mitra guru, kepala sekolah, dan tenaga kependidikan di sekolah sasaran dalam menyusun dan melaksanakan strategi pembelajaran di sekolah;"
middlekiddoos;1,63E+18;24/02/2023 09.17;Nah, kira kira kegiatan yang dilaksanakan selama Kampus Mengajar tuh ngapain ajaa sih? Apakah hanya mengajar di kelas seperti guru pada umumnya? Dan apakah ada dampak yang dirasakan setelah mengikuti Kampus Mengajar? https://t.co/8qjNxQuZsU
middlekiddoos;1,63E+18;24/02/2023 09.17;Kampus Mengajar adalah bagian kegiatan pembelajaran dan pengajaran di satuan pendidikan dasar dari program Merdeka Belajar Kampus Merdeka (MBKM) yang bertujuan untuk memberikan kesempatan kepada mahasiswa untuk belajar dan mengembangkan diri melalui aktivitas di luar kelas. https://t.co/Vn36DvWmNM
middlekiddoos;1,63E+18;24/02/2023 09.17;Ngomong ngomong kemarin sempet speech di acara Pelepasan Kampus Mengajar 5, adaa yang tau ga sih Kampus Mengajar tuh program apa, dan tujuannya apa? #KampusMengajar #KampusMerdeka https://t.co/AXvTimuwFn
middlekiddoos;1,63E+18;24/02/2023 09.17;Mendikbudristek menyatakan bahwa para mahasiswa yang terlibat di Kampus Mengajar adalah yang paling berani meninggalkan zona nyaman untuk berkontribusi. Sebanyak 90.000 mahasiswa telah terlibat dalam Program Kampus Mengajar sejak 2022 hingga angkatan ke-5. https://t.co/mfevq7VcHu
middlekiddoos;1,63E+18;24/02/2023 09.17;Mendikbudristek menyatakan bahwa para mahasiswa yang terlibat di Kampus Mengajar adalah yang paling berani meninggalkan zona nyaman untuk berkontribusi. Sebanyak 90.000 mahasiswa telah terlibat dalam Program Kampus Mengajar sejak 2022 hingga angkatan ke-5. https://t.co/lYroDUuKvN
PradanaDika29;1,63E+18;23/02/2023 23.53;@i_shhzy jd koor kampus mengajar di sekolah ak jg dong ak mawwww request km ajhhhh ????
ariefskie;1,63E+18;23/02/2023 23.14;"Kampus Mengajar

Program ini dicetuskan oleh @Kemdikbud_RI untuk membuat para peserta semakin menambah wawasan serta pengalaman. Manfaat yg di rasakan langsung oleh para peserta sangat signifikan. 

Maju terus pendidikan Indonesia! https://t.co/DwvNhinQ4J"
chupachupsde;1,63E+18;23/02/2023 23.02;"Kamu nanyea apa manfaat dari program Kampus Mengajar?

Tentu banyak jawabannya, testimoni dari berbagai peserta yg telah mengikuti program Kampus Mengajar. Kompetensi kalian juga akan meningkat guys.

@Kemdikbud_RI https://t.co/z0VAeHnzwn"
itsmerosec;1,63E+18;23/02/2023 21.57;Ki Hajar Dewantara mengajarkan untuk menjadikan setiap tempat sebagai sekolah dan setiap orang menjadi guru. Karena itu, setiap orang sebaiknya memposisikan diri sebagai guru sekaligus murid (Kampus mengajar 5)
botunaq;1,63E+18;23/02/2023 21.50;"Keren KAMPUS MENGAJAR... !
Kemristekdikti, 18th Floor, Senayan, Jakarta https://t.co/4HigwkMUKM"
UCA_94;1,63E+18;23/02/2023 21.45;@sbyfess Pertanyaan yang masuk detail iku, kuliah dibayari sopo? masuk nggawe jalur opo? Berapa menit /jarak dari kampus ke tempat tinggal? Berapa total dosen yang mengajar di kampusmu?
TeguhAzis1;1,63E+18;23/02/2023 20.06;Mahasiswa dari Unhas dan UNM Laksanakan Program Kampus Merdeka Mengajar di SDI Kantisang https://t.co/xn6uwgDImf
LuzmanId;1,63E+18;23/02/2023 18.54;Mahasiswa UNM Laksanakan Program Kampus Merdeka Mengajar di SDI Galangan Kapal III https://t.co/BpBx1TnY2A
Repen23;1,63E+18;23/02/2023 17.55;-rek BANTU RT YA ?? aku lagi program kampus mengajar yang ditempatkan di SDN Alastlogo Kec Lekok. Bisa dilihat kondisi perpustakaan dan bukunya seperti ini. Barangkali kalian tergerak untuk membantu mereka dapat buku bacaan yang layak dan perbaikan fasilitas, kami  (cont..) https://t.co/qhmq70dw3X
Repen23;1,63E+18;23/02/2023 17.45;@um_fess permisii adakah yang mengikuti program kampus mengajar angkatan 4?
PasuruanFess;1,63E+18;23/02/2023 16.39;Mak aku kangen Kampus Mengajar :( https://t.co/S9JgDK00Mn
from_sunday_;1,63E+18;23/02/2023 14.19;"Denger2 dari kating, katanya ikut mbkm-kampus mengajar bisa dapet IP 4.
Unfortunately, aku ga cocok ikut program ini. Mungkin nanti bisa nyoba program mbkm yg lain kek misal msib/pmm."
Dhaqien;1,63E+18;23/02/2023 13.18;Mendikbudristek menyatakan bahwa para mahasiswa yang terlibat di Kampus Mengajar adalah yang paling berani meninggalkan zona nyaman untuk berkontribusi. Sebanyak 90.000 mahasiswa telah terlibat dalam Program Kampus Mengajar sejak 2022 hingga angkatan ke-5. https://t.co/fhwQTD6nYH
0_dearme;1,63E+18;23/02/2023 13.03;Ketrima kampus mengajar yg dimana peraturan kampus harus tetep kuliah?? lumayan menguras tenaga dan waktu sih,gedong-makasar juga bukan jarak yg dekat. Dan tentunya harus mondar mandir gimana caranya kuliah dan ngajar bisa berjalan semuanya ??
redidit11;1,63E+18;23/02/2023 10.29;"Mendikbudristek Nadiem Anwar Makarim mengapresiasi keberanian para mahasiswa Kampus Mengajar untuk berperan lebih besar dalam peningkatan kualitas pendidikan di Indonesia.

???????????? ?????? ?????? ???????????????? ???????????????????? https://t.co/qaDqgnsgRL"
amgtpr;1,63E+18;23/02/2023 08.04;Kampus mengajar capee bgt apalagi gatau knp sekarang sering abis energi mulu ketemu orang banyak
Ranisor;1,63E+18;23/02/2023 06.19;"3. Selain itu program Kampus Mengajar juga meningkatkan kemampuan dalam berkolaborasi dan berkomunikasi dan teamwork secara nyata.

4. Program Kampus Mengajar juga dinilai sangat recommended untuk diikuti mahasiswa lainnya. https://t.co/8GCcJDCAa3"
man_uponhill;1,63E+18;23/02/2023 00.11;"Yuk ketahui fakta menarik tentang Kampus Mengajar.

1. Ada 70.000 mahasiswa yg Sudah ikut berkontribusi bagi peningkatan literasi &amp; numerasi.

2. 84 % mahasiswa yg telah ikut merasa program kampus mengajar mampu menambah kemampuan berpikir analitis dan skill.

@Kemdikbud_RI https://t.co/56x2oJmRGg"
M3juahjuah;1,63E+18;22/02/2023 23.35;nanya dong temen-temen yg pernah ikut kampus mengajar, kalian prokernya apa aja /uny
M3juahjuah;1,63E+18;22/02/2023 23.35;"@Joker_Wedoks Mas Anies sdh di elu2kan oleh civitas akademi Universitas Paramadina, supaya tahun 2024, kembali mengajar dan menjadi rektor di kampus tsb.

Semoga. https://t.co/KAaUozAdF7"
UNYmfs;1,63E+18;22/02/2023 22.36;me? participating in kampus mengajar for the next batch? we'll see.
KWidiarso;1,63E+18;22/02/2023 22.27;Day 1 haid, ditambah kampus mengajar+nyari baju batik di wisma solo+ditambah ngajar privat. Mo pingsannn rasannya??
autumnleaves_17;1,63E+18;22/02/2023 22.16;"Testi 98

Open jasa bayar Duolingo English Test (DET) untuk IISMA atau beasiswa (scholarship) lain

Semangatsss semuanya pokoknya yang mau IISMA, MSIB, Kampus Mengajar, skripsi, sempro, dll. lancarrr semuaaaaa https://t.co/soZfJNt8n1"
FitriNnnnn;1,63E+18;22/02/2023 22.10;Para mahasiswa peserta Kampus Mengajar tidak ragu untuk keluar dari kampus, pergi ke sekolah di berbagai daerah dan desa, lalu membantu para guru dan siswa menggelar proses belajar mengajar yang lebih menyenangkan dan memerdekakan. https://t.co/3CJGsUPY4N
inhere_kila;1,63E+18;22/02/2023 20.12;@matchasaulus @collegemenfess Mjb boleh ku dm buat nanya-nanya tentang kampus mengajar?
diiddaaa;1,63E+18;22/02/2023 20.10;@Callmeuusss Mjb boleh ku dan buat nanya² kampus mengajar?
undipmenfess;1,63E+18;22/02/2023 20.10;"Banyak kan manfaatnya. Program kampus mengajar ini tentu memberikan banyak wawasan pada peserta. 

Ayo ikut berkontribusi bersama dalam transformasi pendidikan Indonesia. https://t.co/5NynDY9UZI"
adinikaa__;1,63E+18;22/02/2023 20.00;90% saat ini yg sudah mengikuti program Kampus Mengajar, merasakan peningkatan dalam skill, serta para peserta sepakat bahwa program kampus mengajar sangat recommended untuk diikuti oleh mahasiswa lain. https://t.co/Ct2xXl2kxJ
adinikaa__;1,63E+18;22/02/2023 20.00;Peningkatan kompetensi yg dirasakan peserta sangat signifikan setelah mengikuti program Kampus Mengajar. Program ini sangat layak untuk diteruskan mengingat banyaknya peluang kerja yg telah terbuka. https://t.co/eGA2S6gAtS
Hoshrii;1,63E+18;22/02/2023 19.04;Dari para peserta yg mengikuti program Kampus Mengajar sebanyak 94,3 % merekomendasikan program ini untuk di ikuti. Karena banyak sekali manfaat yg akan didapatkan oleh peserta. https://t.co/xbYLADEig9
Hoshrii;1,63E+18;22/02/2023 19.04;"Program Kampus Mengajar

Banyak fakta² menarik yg menjadi sorotan dari adanya program Kampus Mengajar. Sekitar 70.000 mahasiswa telah mengikuti program Kampus Mengajar dari @Kemdikbud_RI . https://t.co/1gwX9odzTh"
unnesmenfess;1,63E+18;22/02/2023 18.40;"Program Kampus Mengajar juga meningkatkan berbagai kompetensi bagi mahasiswa. Bukti keseriusan Kemendikbudristek untuk memberikan perubahan bagi pendidikan Indonesia. 

Salam! https://t.co/6j2E0Nilxj"
itsmerosec;1,63E+18;22/02/2023 18.34;"Salah satu hal yang menarik dari program Kampus Mengajar adalah mahasiswa yang ditugaskan tidak hanya berasal dari program studi kependidikan. Program itu, dapat diikuti oleh mahasiswa dari program studi di luar bidang pendidikan.

@Kemdikbud_RI https://t.co/vKGJOfF6Kw"
itsmerosec;1,63E+18;22/02/2023 18.34;Untuk mahasiswa yang lolos program kampus mengajar angkatan 5 selamat yaa dan semangat menjalani prosesnya!  untuk yang belum bisa lolos ak usah khawatir akan masih ada program kampus mengajar angkatan selanjutnya dan program kampus merdeka linnya yang gak kalah keren!
itsmerosec;1,63E+18;22/02/2023 18.34;Dengan pelaksaan Asesemen Kompetensi Minimu (AKM) mengikuti 3 bulan program Kampus Mengajar bisa memberikan dampak yang cukup besar bagi sekolah dalam meningkatkan literasi dan numerasi untuk mengejar ketertinggalan https://t.co/1MC8OKSKX4
